artist,title,album,added_at,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Plini,Cascade,Handmade Cities,2022-03-23T19:55:06Z,0.487,0.842,6,-5.796,1,0.0694,0.00232,0.901,0.132,0.454,129.989,audio_features,4uehGJ2tDdzmbZVeV8E3pX,spotify:track:4uehGJ2tDdzmbZVeV8E3pX,https://api.spotify.com/v1/tracks/4uehGJ2tDdzmbZVeV8E3pX,https://api.spotify.com/v1/audio-analysis/4uehGJ2tDdzmbZVeV8E3pX,360120,4
Plini,Kind,Sunhead,2022-03-23T19:54:55Z,0.612,0.714,5,-6.896,0,0.0321,0.056,0.87,0.0872,0.525,125.015,audio_features,78n7okhkLTvOxYyPs3FP1x,spotify:track:78n7okhkLTvOxYyPs3FP1x,https://api.spotify.com/v1/tracks/78n7okhkLTvOxYyPs3FP1x,https://api.spotify.com/v1/audio-analysis/78n7okhkLTvOxYyPs3FP1x,240000,4
Plini,Electric Sunrise,Handmade Cities,2022-03-17T20:18:04Z,0.371,0.63,8,-7.938,1,0.0521,0.0246,0.913,0.11,0.221,137.92,audio_features,4ZskYxIkEE0PhYCLHsxcF6,spotify:track:4ZskYxIkEE0PhYCLHsxcF6,https://api.spotify.com/v1/tracks/4ZskYxIkEE0PhYCLHsxcF6,https://api.spotify.com/v1/audio-analysis/4ZskYxIkEE0PhYCLHsxcF6,305000,4
Plini,Pan,Impulse Voices,2022-03-17T19:44:04Z,0.523,0.909,1,-6.41,0,0.0354,0.00298,0.881,0.0534,0.208,129.936,audio_features,4S0iFqlxNbwThYQWRgvBDB,spotify:track:4S0iFqlxNbwThYQWRgvBDB,https://api.spotify.com/v1/tracks/4S0iFqlxNbwThYQWRgvBDB,https://api.spotify.com/v1/audio-analysis/4S0iFqlxNbwThYQWRgvBDB,333000,4
Hans Zimmer,Driving [Driving Miss Daisy],"Zimmer, H.: The Wings of a Film",2022-03-12T14:54:04Z,0.314,0.359,0,-14.035,1,0.0378,0.745,0.866,0.67,0.103,131.911,audio_features,5zDbED7YZ8IduS7anoONi5,spotify:track:5zDbED7YZ8IduS7anoONi5,https://api.spotify.com/v1/tracks/5zDbED7YZ8IduS7anoONi5,https://api.spotify.com/v1/audio-analysis/5zDbED7YZ8IduS7anoONi5,340253,4
Porcupine Tree,Of The New Day,Of The New Day,2022-03-11T11:42:57Z,0.394,0.256,1,-14.683,0,0.0313,0.117,0.00138,0.154,0.0695,140.373,audio_features,5RL3Bec5a1QbdCBIoomJAJ,spotify:track:5RL3Bec5a1QbdCBIoomJAJ,https://api.spotify.com/v1/tracks/5RL3Bec5a1QbdCBIoomJAJ,https://api.spotify.com/v1/audio-analysis/5RL3Bec5a1QbdCBIoomJAJ,283024,4
Hillsong Young & Free,Falling Into You (Live),Youth Revival,2022-03-10T09:23:18Z,0.543,0.932,7,-5.368,1,0.0611,0.00524,1.09e-05,0.825,0.445,105.045,audio_features,73anndpBbELGhArVV4J4QY,spotify:track:73anndpBbELGhArVV4J4QY,https://api.spotify.com/v1/tracks/73anndpBbELGhArVV4J4QY,https://api.spotify.com/v1/audio-analysis/73anndpBbELGhArVV4J4QY,187360,4
Hillsong Worship,Majesty (Here I Am),[UP] UNIFIED:PRAISE (Live),2022-03-09T17:28:30Z,0.501,0.641,1,-7.683,1,0.0265,0.00111,1.26e-06,0.0686,0.281,142.062,audio_features,54swLoNkqkw4yMjkMVQtRN,spotify:track:54swLoNkqkw4yMjkMVQtRN,https://api.spotify.com/v1/tracks/54swLoNkqkw4yMjkMVQtRN,https://api.spotify.com/v1/audio-analysis/54swLoNkqkw4yMjkMVQtRN,366893,4
Asfar Hussain,Mehram,Mehram,2022-03-08T20:49:29Z,0.366,0.12,1,-15.475,1,0.0344,0.895,0.00191,0.113,0.0637,129.95,audio_features,2oi55VmillH7At5wHVNFbE,spotify:track:2oi55VmillH7At5wHVNFbE,https://api.spotify.com/v1/tracks/2oi55VmillH7At5wHVNFbE,https://api.spotify.com/v1/audio-analysis/2oi55VmillH7At5wHVNFbE,338973,4
Salim–Sulaiman,"Yeh Honsla (From ""Dor"") - Live","Yeh Honsla (From ""Dor"") [Live]",2022-03-07T14:53:39Z,0.543,0.577,4,-7.365,1,0.038,0.694,0,0.145,0.251,124.908,audio_features,0M2HelI2gZZ1mSeSseHGZ7,spotify:track:0M2HelI2gZZ1mSeSseHGZ7,https://api.spotify.com/v1/tracks/0M2HelI2gZZ1mSeSseHGZ7,https://api.spotify.com/v1/audio-analysis/0M2HelI2gZZ1mSeSseHGZ7,386551,1
Shae Gill,Pasoori,Pasoori,2022-03-06T23:20:03Z,0.714,0.596,11,-6.206,0,0.043,0.0657,0,0.0625,0.669,91.991,audio_features,7lvDsmTRXFE3dK4OjvRiWB,spotify:track:7lvDsmTRXFE3dK4OjvRiWB,https://api.spotify.com/v1/tracks/7lvDsmTRXFE3dK4OjvRiWB,https://api.spotify.com/v1/audio-analysis/7lvDsmTRXFE3dK4OjvRiWB,224147,4
Klanjan,Time,Time,2022-03-01T14:34:51Z,0.414,0.481,1,-10.946,0,0.0275,0.574,0.000188,0.109,0.281,76.126,audio_features,3cw8R7GsACx8FTt6GFs3UR,spotify:track:3cw8R7GsACx8FTt6GFs3UR,https://api.spotify.com/v1/tracks/3cw8R7GsACx8FTt6GFs3UR,https://api.spotify.com/v1/audio-analysis/3cw8R7GsACx8FTt6GFs3UR,192875,4
Salim Merchant,Kajar Bina Kare,Rock @ Coke Studio @ MTV,2022-02-28T20:11:45Z,0.209,0.79,4,-9.356,0,0.086,0.306,0.0123,0.121,0.0704,154.14,audio_features,0dHoGjkCyNugcvUkm4AjJf,spotify:track:0dHoGjkCyNugcvUkm4AjJf,https://api.spotify.com/v1/tracks/0dHoGjkCyNugcvUkm4AjJf,https://api.spotify.com/v1/audio-analysis/0dHoGjkCyNugcvUkm4AjJf,386720,4
Raghu Dixit,Mysore Se Ayi,Antaragni - The Fire Within,2022-02-27T08:41:04Z,0.658,0.79,6,-7.382,0,0.0418,0.0747,0.000234,0.0612,0.743,102.978,audio_features,3oXygAEuFopjsohfGjQfv7,spotify:track:3oXygAEuFopjsohfGjQfv7,https://api.spotify.com/v1/tracks/3oXygAEuFopjsohfGjQfv7,https://api.spotify.com/v1/audio-analysis/3oXygAEuFopjsohfGjQfv7,281658,4
Zariya,suno,suno,2022-02-25T07:14:21Z,0.681,0.195,7,-11.519,1,0.0482,0.112,0,0.15,0.498,179.736,audio_features,4AmQWnGEOFjieGKQeNTHxY,spotify:track:4AmQWnGEOFjieGKQeNTHxY,https://api.spotify.com/v1/tracks/4AmQWnGEOFjieGKQeNTHxY,https://api.spotify.com/v1/audio-analysis/4AmQWnGEOFjieGKQeNTHxY,163224,4
Bonnie Chakraborty,Emotional Attyachaar (Rock Version),Dev D,2022-02-25T07:06:16Z,0.587,0.826,0,-8.888,1,0.0445,0.0336,0.0772,0.107,0.225,105.966,audio_features,789ypzLVZugyrUn57A6CWp,spotify:track:789ypzLVZugyrUn57A6CWp,https://api.spotify.com/v1/tracks/789ypzLVZugyrUn57A6CWp,https://api.spotify.com/v1/audio-analysis/789ypzLVZugyrUn57A6CWp,239537,4
Rihanna,Umbrella,Good Girl Gone Bad: Reloaded,2022-02-23T17:51:55Z,0.583,0.829,1,-4.603,1,0.134,0.00864,0,0.0426,0.575,174.028,audio_features,49FYlytm3dAAraYgpoJZux,spotify:track:49FYlytm3dAAraYgpoJZux,https://api.spotify.com/v1/tracks/49FYlytm3dAAraYgpoJZux,https://api.spotify.com/v1/audio-analysis/49FYlytm3dAAraYgpoJZux,275987,4
Raymond Brooks,Devil Eyes,Devil Eyes,2022-02-22T11:56:10Z,0.546,0.553,8,-8.092,0,0.104,0.154,0.164,0.307,0.289,74.961,audio_features,2WktzS49KlRfoelA5ZWRsl,spotify:track:2WktzS49KlRfoelA5ZWRsl,https://api.spotify.com/v1/tracks/2WktzS49KlRfoelA5ZWRsl,https://api.spotify.com/v1/audio-analysis/2WktzS49KlRfoelA5ZWRsl,131291,3
The Weeknd,Starboy,Starboy,2022-02-16T17:58:51Z,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,audio_features,7MXVkk9YMctZqd1Srtv4MB,spotify:track:7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,230453,4
Gopi Sundar,Aethu Kari Raavilum,Bangalore Days,2022-02-15T13:59:51Z,0.759,0.335,7,-13.183,0,0.0366,0.714,0.00163,0.126,0.715,119.984,audio_features,66eEaeGMb830GrNcLTg3CU,spotify:track:66eEaeGMb830GrNcLTg3CU,https://api.spotify.com/v1/tracks/66eEaeGMb830GrNcLTg3CU,https://api.spotify.com/v1/audio-analysis/66eEaeGMb830GrNcLTg3CU,327158,4
Pritam,Aashiyan,Barfi! (Original Motion Picture Soundtrack),2022-02-13T06:49:10Z,0.829,0.622,10,-7.293,1,0.0518,0.293,2.8e-06,0.167,0.775,131.971,audio_features,7ttlemwytO21npSmLKqTBg,spotify:track:7ttlemwytO21npSmLKqTBg,https://api.spotify.com/v1/tracks/7ttlemwytO21npSmLKqTBg,https://api.spotify.com/v1/audio-analysis/7ttlemwytO21npSmLKqTBg,236373,4
Pritam,Kyon,Barfi! (Original Motion Picture Soundtrack),2022-02-13T06:48:56Z,0.726,0.664,2,-6.674,1,0.0331,0.636,0,0.0964,0.831,121.922,audio_features,1sYC1fG7s4p0pTykrJqmgW,spotify:track:1sYC1fG7s4p0pTykrJqmgW,https://api.spotify.com/v1/tracks/1sYC1fG7s4p0pTykrJqmgW,https://api.spotify.com/v1/audio-analysis/1sYC1fG7s4p0pTykrJqmgW,266053,4
Glass Animals,Heat Waves,Dreamland,2022-02-09T06:28:13Z,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,3USxtqRwSYz57Ewm6wWRMp,spotify:track:3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/tracks/3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/audio-analysis/3USxtqRwSYz57Ewm6wWRMp,238805,4
Stephen Sanchez,Until I Found You,Until I Found You,2022-02-09T06:27:53Z,0.539,0.508,10,-6.05,1,0.0288,0.727,0,0.174,0.227,101.358,audio_features,0T5iIrXA4p5GsubkhuBIKV,spotify:track:0T5iIrXA4p5GsubkhuBIKV,https://api.spotify.com/v1/tracks/0T5iIrXA4p5GsubkhuBIKV,https://api.spotify.com/v1/audio-analysis/0T5iIrXA4p5GsubkhuBIKV,177720,3
Aimer,残響散歌,残響散歌,2022-02-08T17:37:56Z,0.367,0.896,11,-4.002,1,0.091,0.000627,0,0.207,0.38,170.863,audio_features,7v8wKvNQQIxkugCFFjrkaO,spotify:track:7v8wKvNQQIxkugCFFjrkaO,https://api.spotify.com/v1/tracks/7v8wKvNQQIxkugCFFjrkaO,https://api.spotify.com/v1/audio-analysis/7v8wKvNQQIxkugCFFjrkaO,184893,4
Iron Maiden,Alexander the Great (356-323 B.C.) - 2015 Remaster,Somewhere in Time (2015 Remaster),2022-02-08T08:18:13Z,0.454,0.944,4,-5.003,0,0.0849,0.084,0.0119,0.11,0.288,113.321,audio_features,2mpdTbHtsUTbunJ62itq2E,spotify:track:2mpdTbHtsUTbunJ62itq2E,https://api.spotify.com/v1/tracks/2mpdTbHtsUTbunJ62itq2E,https://api.spotify.com/v1/audio-analysis/2mpdTbHtsUTbunJ62itq2E,517093,4
Arch Echo,Red Letter,Red Letter,2022-02-07T09:00:18Z,0.478,0.976,4,-3.874,0,0.0558,3.24e-05,0.189,0.213,0.441,120.079,audio_features,5t10PRTb216lrqwi1PPRMG,spotify:track:5t10PRTb216lrqwi1PPRMG,https://api.spotify.com/v1/tracks/5t10PRTb216lrqwi1PPRMG,https://api.spotify.com/v1/audio-analysis/5t10PRTb216lrqwi1PPRMG,290250,4
,,,2022-02-03T18:04:33Z,0.509,0.91,2,-6.283,1,0.0727,0.487,0,0.106,0.52,83.974,audio_features,6Owi3S26o0nbvDznmjvOT8,spotify:track:6Owi3S26o0nbvDznmjvOT8,https://api.spotify.com/v1/tracks/6Owi3S26o0nbvDznmjvOT8,https://api.spotify.com/v1/audio-analysis/6Owi3S26o0nbvDznmjvOT8,217848,4
Indravathi Chauhan,Oo Antava Oo Oo Antava,Pushpa - The Rise,2022-02-03T18:04:10Z,0.925,0.739,5,-6.724,0,0.104,0.34,0.0733,0.366,0.508,127.97,audio_features,3szxldqiYs7nkvtmooRod8,spotify:track:3szxldqiYs7nkvtmooRod8,https://api.spotify.com/v1/tracks/3szxldqiYs7nkvtmooRod8,https://api.spotify.com/v1/audio-analysis/3szxldqiYs7nkvtmooRod8,223326,4
Devi Sri Prasad,Srivalli,Pushpa - The Rise,2022-02-03T16:43:49Z,0.82,0.581,4,-5.655,1,0.0438,0.494,0,0.362,0.681,106.965,audio_features,2YmXGUx32C3CUEgcAyHcGf,spotify:track:2YmXGUx32C3CUEgcAyHcGf,https://api.spotify.com/v1/tracks/2YmXGUx32C3CUEgcAyHcGf,https://api.spotify.com/v1/audio-analysis/2YmXGUx32C3CUEgcAyHcGf,221000,4
Javed Ali,Srivalli,Pushpa The Rise Part - 01,2022-02-03T11:55:44Z,0.787,0.603,9,-4.781,1,0.034,0.435,0,0.101,0.743,106.984,audio_features,1xkkeOtWvzmhjgLqxMJ3zR,spotify:track:1xkkeOtWvzmhjgLqxMJ3zR,https://api.spotify.com/v1/tracks/1xkkeOtWvzmhjgLqxMJ3zR,https://api.spotify.com/v1/audio-analysis/1xkkeOtWvzmhjgLqxMJ3zR,224072,4
Hesham Abdul Wahab,Manasse Manasse,Hridayam (Side A) [Original Motion Picture Soundtrack],2022-02-02T05:30:28Z,0.43,0.441,7,-12.672,0,0.0386,0.907,0.00664,0.0994,0.51,140.055,audio_features,3JKUAwsgSGmUhz7IQg1zfc,spotify:track:3JKUAwsgSGmUhz7IQg1zfc,https://api.spotify.com/v1/tracks/3JKUAwsgSGmUhz7IQg1zfc,https://api.spotify.com/v1/audio-analysis/3JKUAwsgSGmUhz7IQg1zfc,190864,4
Hesham Abdul Wahab,Onakka Munthiri,Hridayam (Side A) [Original Motion Picture Soundtrack],2022-02-01T10:56:48Z,0.456,0.794,11,-7.26,1,0.381,0.263,0,0.32,0.838,160.162,audio_features,6r3Xe2n6lzIV3SrP2s0teO,spotify:track:6r3Xe2n6lzIV3SrP2s0teO,https://api.spotify.com/v1/tracks/6r3Xe2n6lzIV3SrP2s0teO,https://api.spotify.com/v1/audio-analysis/6r3Xe2n6lzIV3SrP2s0teO,118688,3
Hesham Abdul Wahab,Thathaka Theithare,Hridayam (Side A) [Original Motion Picture Soundtrack],2022-02-01T10:54:20Z,0.725,0.749,9,-7.348,1,0.058,0.0401,0.647,0.329,0.426,90.07,audio_features,3LrmIs9uiNaEMMNJRnba5P,spotify:track:3LrmIs9uiNaEMMNJRnba5P,https://api.spotify.com/v1/tracks/3LrmIs9uiNaEMMNJRnba5P,https://api.spotify.com/v1/audio-analysis/3LrmIs9uiNaEMMNJRnba5P,145790,4
Hesham Abdul Wahab,Hridayam Theme,Hridayam (Side B) [Original Motion Picture Soundtrack],2022-01-29T14:36:20Z,0.408,0.376,0,-10.791,0,0.036,0.885,0.77,0.0794,0.102,140.016,audio_features,4lYnhBvMBrF5Q2jrYIedLF,spotify:track:4lYnhBvMBrF5Q2jrYIedLF,https://api.spotify.com/v1/tracks/4lYnhBvMBrF5Q2jrYIedLF,https://api.spotify.com/v1/audio-analysis/4lYnhBvMBrF5Q2jrYIedLF,196507,4
Samuel Kim,"Zenitsu Theme (from ""Demon Slayer"")","Zenitsu Theme (from ""Demon Slayer"")",2022-01-27T09:59:29Z,0.238,0.919,0,-5.957,0,0.111,0.0333,0.809,0.0832,0.331,118.137,audio_features,2iZgTPKlqs1wQw5YPH92sD,spotify:track:2iZgTPKlqs1wQw5YPH92sD,https://api.spotify.com/v1/tracks/2iZgTPKlqs1wQw5YPH92sD,https://api.spotify.com/v1/audio-analysis/2iZgTPKlqs1wQw5YPH92sD,226037,4
Naresh Iyer,Mel Mel,Ustad Hotel (Original Motion Picture Soundtrack),2022-01-25T16:26:07Z,0.55,0.36,2,-7.489,0,0.0279,0.564,0,0.25,0.0976,106.071,audio_features,1v4T04deB1lePg3y6NzWQV,spotify:track:1v4T04deB1lePg3y6NzWQV,https://api.spotify.com/v1/tracks/1v4T04deB1lePg3y6NzWQV,https://api.spotify.com/v1/audio-analysis/1v4T04deB1lePg3y6NzWQV,311484,4
The Beatles,Here Comes The Sun - Remastered 2009,Abbey Road (Remastered),2022-01-25T06:40:18Z,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,audio_features,6dGnYIeXmHdcikdzNNDMm2,spotify:track:6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/tracks/6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/audio-analysis/6dGnYIeXmHdcikdzNNDMm2,185733,4
Smash Mouth,All Star,Astro Lounge,2022-01-21T14:36:45Z,0.731,0.867,11,-5.881,1,0.032,0.0395,0,0.0861,0.776,104.019,audio_features,3cfOd4CMv2snFaKAnMdnvK,spotify:track:3cfOd4CMv2snFaKAnMdnvK,https://api.spotify.com/v1/tracks/3cfOd4CMv2snFaKAnMdnvK,https://api.spotify.com/v1/audio-analysis/3cfOd4CMv2snFaKAnMdnvK,200373,4
Porcupine Tree,The Start of Something Beautiful,Deadwing,2022-01-20T04:33:46Z,0.538,0.594,9,-6.29,0,0.0308,0.00993,0.774,0.657,0.227,159.972,audio_features,34XyCvfZocNcr0jwV2olE4,spotify:track:34XyCvfZocNcr0jwV2olE4,https://api.spotify.com/v1/tracks/34XyCvfZocNcr0jwV2olE4,https://api.spotify.com/v1/audio-analysis/34XyCvfZocNcr0jwV2olE4,459947,3
Amon Amarth,The Pursuit Of Vikings,Fate of Norns,2022-01-16T09:30:56Z,0.506,0.967,6,-2.973,1,0.0451,6.59e-05,0.41,0.167,0.488,129.704,audio_features,0sObxZUKqdPfgjG9ahSlP5,spotify:track:0sObxZUKqdPfgjG9ahSlP5,https://api.spotify.com/v1/tracks/0sObxZUKqdPfgjG9ahSlP5,https://api.spotify.com/v1/audio-analysis/0sObxZUKqdPfgjG9ahSlP5,270253,4
Runa,Who Will Sing Me Lullabies,Current Affairs,2022-01-14T19:44:58Z,0.482,0.321,0,-8.587,1,0.0298,0.726,5.1e-06,0.1,0.508,116.414,audio_features,3HNawRrZSiuGIEuCtM9spl,spotify:track:3HNawRrZSiuGIEuCtM9spl,https://api.spotify.com/v1/tracks/3HNawRrZSiuGIEuCtM9spl,https://api.spotify.com/v1/audio-analysis/3HNawRrZSiuGIEuCtM9spl,200627,3
Amon Amarth,Guardians Of Asgaard,Twilight Of The Thunder God,2022-01-14T06:30:25Z,0.529,0.953,9,-4.562,1,0.0594,0.000129,0.000487,0.146,0.279,134.968,audio_features,2DR9AzDhYeStkHupvU08FC,spotify:track:2DR9AzDhYeStkHupvU08FC,https://api.spotify.com/v1/tracks/2DR9AzDhYeStkHupvU08FC,https://api.spotify.com/v1/audio-analysis/2DR9AzDhYeStkHupvU08FC,263160,4
Amon Amarth,Twilight Of The Thunder God,Twilight Of The Thunder God,2022-01-14T06:30:22Z,0.374,0.92,6,-4.653,1,0.0501,1.62e-05,0.026,0.0802,0.278,191.014,audio_features,5u3l2TONYacJgmRPQVaF9y,spotify:track:5u3l2TONYacJgmRPQVaF9y,https://api.spotify.com/v1/tracks/5u3l2TONYacJgmRPQVaF9y,https://api.spotify.com/v1/audio-analysis/5u3l2TONYacJgmRPQVaF9y,248747,4
Tame Impala,Feels Like We Only Go Backwards,Lonerism,2022-01-13T12:11:18Z,0.303,0.9,2,-2.352,0,0.0574,0.0277,0.635,0.11,0.491,149.508,audio_features,0LtOwyZoSNZKJWHqjzADpW,spotify:track:0LtOwyZoSNZKJWHqjzADpW,https://api.spotify.com/v1/tracks/0LtOwyZoSNZKJWHqjzADpW,https://api.spotify.com/v1/audio-analysis/0LtOwyZoSNZKJWHqjzADpW,192960,4
Pagan's Mind,Spirit Starcruiser,God's Equation,2022-01-13T11:50:54Z,0.392,0.867,2,-5.814,1,0.117,0.000513,0.00519,0.0457,0.421,169.98,audio_features,039QWZV6qLMHrc6DgkGwdj,spotify:track:039QWZV6qLMHrc6DgkGwdj,https://api.spotify.com/v1/tracks/039QWZV6qLMHrc6DgkGwdj,https://api.spotify.com/v1/audio-analysis/039QWZV6qLMHrc6DgkGwdj,361973,4
Harry Styles,Golden,Fine Line,2022-01-13T03:36:53Z,0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,audio_features,45S5WTQEGOB1VHr1Q4FuPl,spotify:track:45S5WTQEGOB1VHr1Q4FuPl,https://api.spotify.com/v1/tracks/45S5WTQEGOB1VHr1Q4FuPl,https://api.spotify.com/v1/audio-analysis/45S5WTQEGOB1VHr1Q4FuPl,208907,4
John Schlitt,Wake the Dead,Shake,2022-01-11T17:47:29Z,0.639,0.653,11,-8.194,0,0.0282,0.00501,2.93e-06,0.14,0.381,101.766,audio_features,6qjxtSjT5plGkvGc1kMZHH,spotify:track:6qjxtSjT5plGkvGc1kMZHH,https://api.spotify.com/v1/tracks/6qjxtSjT5plGkvGc1kMZHH,https://api.spotify.com/v1/audio-analysis/6qjxtSjT5plGkvGc1kMZHH,331800,4
The Weeknd,Take My Breath,Dawn FM,2022-01-11T12:22:48Z,0.698,0.769,8,-7.154,1,0.0368,0.0128,0.00166,0.238,0.354,121.02,audio_features,2vgUijXOTRMnWXDtvgMp2b,spotify:track:2vgUijXOTRMnWXDtvgMp2b,https://api.spotify.com/v1/tracks/2vgUijXOTRMnWXDtvgMp2b,https://api.spotify.com/v1/audio-analysis/2vgUijXOTRMnWXDtvgMp2b,339023,4
Vijay Yesudas,"Uyirin Naadhane - From ""Joseph""","Uyirin Naadhane (From ""Joseph"")",2022-01-08T16:32:51Z,0.735,0.467,7,-10.273,0,0.0333,0.476,3.92e-06,0.22,0.482,130.018,audio_features,1MCDtET6FyzApUnk3ZkEmB,spotify:track:1MCDtET6FyzApUnk3ZkEmB,https://api.spotify.com/v1/tracks/1MCDtET6FyzApUnk3ZkEmB,https://api.spotify.com/v1/audio-analysis/1MCDtET6FyzApUnk3ZkEmB,264000,4
Adele,Easy On Me,Easy On Me,2022-01-07T04:31:41Z,0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981,audio_features,0gplL1WMoJ6iYaPgMCL0gX,spotify:track:0gplL1WMoJ6iYaPgMCL0gX,https://api.spotify.com/v1/tracks/0gplL1WMoJ6iYaPgMCL0gX,https://api.spotify.com/v1/audio-analysis/0gplL1WMoJ6iYaPgMCL0gX,224695,4
Mina Okabe,Like Other People,Like Other People,2022-01-06T09:37:44Z,0.497,0.3,1,-9.913,0,0.0352,0.856,0,0.159,0.251,175.783,audio_features,3ODy4Ut24h55doPIJylVkw,spotify:track:3ODy4Ut24h55doPIJylVkw,https://api.spotify.com/v1/tracks/3ODy4Ut24h55doPIJylVkw,https://api.spotify.com/v1/audio-analysis/3ODy4Ut24h55doPIJylVkw,215625,4
Porcupine Tree,Harridan,Harridan,2022-01-06T07:15:26Z,0.618,0.753,11,-12.653,0,0.0376,0.00293,0.457,0.127,0.223,127.027,audio_features,2ixHZTXZwFkPGauOYTLQrW,spotify:track:2ixHZTXZwFkPGauOYTLQrW,https://api.spotify.com/v1/tracks/2ixHZTXZwFkPGauOYTLQrW,https://api.spotify.com/v1/audio-analysis/2ixHZTXZwFkPGauOYTLQrW,487559,5
Samuel Kim,T-KT (ThanksAT),Attack on Titan: Final Season Tribute,2022-01-02T14:14:39Z,0.174,0.238,0,-10.237,0,0.0329,0.56,0.867,0.127,0.0573,72.735,audio_features,6lzhdEekeg09ksVrrQ5GXg,spotify:track:6lzhdEekeg09ksVrrQ5GXg,https://api.spotify.com/v1/tracks/6lzhdEekeg09ksVrrQ5GXg,https://api.spotify.com/v1/audio-analysis/6lzhdEekeg09ksVrrQ5GXg,259352,4
Hiroyuki Sawano,Shingeki Gt 20130218 Kyojin,"TV Anime ""Attack on Titan Season 2"" (Original Soundtrack)",2022-01-01T12:25:48Z,0.159,0.197,9,-15.228,0,0.0312,0.505,0.94,0.127,0.125,85.869,audio_features,6AFkv6rIVRusZNifR74Q7t,spotify:track:6AFkv6rIVRusZNifR74Q7t,https://api.spotify.com/v1/tracks/6AFkv6rIVRusZNifR74Q7t,https://api.spotify.com/v1/audio-analysis/6AFkv6rIVRusZNifR74Q7t,151400,3
Vishal-Shekhar,Khuda Jaane,Bachna Ae Haseeno,2021-12-29T17:41:26Z,0.382,0.632,8,-6.393,1,0.0411,0.391,0.000486,0.0922,0.716,78.936,audio_features,0gPgdRfB4jdGrlyXS0Vx78,spotify:track:0gPgdRfB4jdGrlyXS0Vx78,https://api.spotify.com/v1/tracks/0gPgdRfB4jdGrlyXS0Vx78,https://api.spotify.com/v1/audio-analysis/0gPgdRfB4jdGrlyXS0Vx78,333584,4
Architects,Animals,For Those That Wish To Exist,2021-12-26T12:51:39Z,0.532,0.759,1,-3.842,0,0.0319,0.000123,0.02,0.073,0.293,95.01,audio_features,5ofoB8PFmocBXFBEWVb6Vz,spotify:track:5ofoB8PFmocBXFBEWVb6Vz,https://api.spotify.com/v1/tracks/5ofoB8PFmocBXFBEWVb6Vz,https://api.spotify.com/v1/audio-analysis/5ofoB8PFmocBXFBEWVb6Vz,244365,4
Hiroyuki Sawano,YouSeeBIGGIRL→Thanks AT,scene,2021-12-26T06:26:28Z,0.382,0.101,0,-18.953,0,0.0584,0.984,0.907,0.143,0.108,71.197,audio_features,5vjJiD73tduJ4Reetgcy6Y,spotify:track:5vjJiD73tduJ4Reetgcy6Y,https://api.spotify.com/v1/tracks/5vjJiD73tduJ4Reetgcy6Y,https://api.spotify.com/v1/audio-analysis/5vjJiD73tduJ4Reetgcy6Y,291000,4
Chris Rea,Driving Home for Christmas,The Works,2021-12-26T05:33:22Z,0.497,0.661,9,-9.047,1,0.0361,0.328,0.000317,0.211,0.894,180.225,audio_features,3Z3QhZAZpqwZa1phsbQ3JZ,spotify:track:3Z3QhZAZpqwZa1phsbQ3JZ,https://api.spotify.com/v1/tracks/3Z3QhZAZpqwZa1phsbQ3JZ,https://api.spotify.com/v1/audio-analysis/3Z3QhZAZpqwZa1phsbQ3JZ,240213,4
Anuv Jain,Baarishein,Baarishein,2021-12-24T19:50:24Z,0.475,0.124,2,-9.463,1,0.0444,0.926,0,0.0972,0.19,94.42,audio_features,5iCY0TXNImK4hyKfcplQsg,spotify:track:5iCY0TXNImK4hyKfcplQsg,https://api.spotify.com/v1/tracks/5iCY0TXNImK4hyKfcplQsg,https://api.spotify.com/v1/audio-analysis/5iCY0TXNImK4hyKfcplQsg,207310,4
Bugge Wesseltoft,roads,roads,2021-12-24T19:22:43Z,0.315,0.0473,0,-14.898,0,0.0425,0.963,0.937,0.119,0.0378,79.695,audio_features,3os2ZWpiap6mjJjuXRwoZw,spotify:track:3os2ZWpiap6mjJjuXRwoZw,https://api.spotify.com/v1/tracks/3os2ZWpiap6mjJjuXRwoZw,https://api.spotify.com/v1/audio-analysis/3os2ZWpiap6mjJjuXRwoZw,286213,3
