artist,title,album,added_at,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Libianca,People,People,2023-04-13T03:44:29Z,0.573,0.422,10,-7.621,0,0.0678,0.551,1.31e-05,0.102,0.693,124.357,audio_features,26b3oVLrRUaaybJulow9kz,spotify:track:26b3oVLrRUaaybJulow9kz,https://api.spotify.com/v1/tracks/26b3oVLrRUaaybJulow9kz,https://api.spotify.com/v1/audio-analysis/26b3oVLrRUaaybJulow9kz,184791,5
Hoobastank,The Reason,The Reason (15th Anniversary Deluxe),2023-04-12T01:37:32Z,0.472,0.671,4,-4.649,1,0.029,0.0129,0,0.159,0.0681,82.952,audio_features,77loZpT5Y5PRP1S451P9Yz,spotify:track:77loZpT5Y5PRP1S451P9Yz,https://api.spotify.com/v1/tracks/77loZpT5Y5PRP1S451P9Yz,https://api.spotify.com/v1/audio-analysis/77loZpT5Y5PRP1S451P9Yz,232800,4
Snarky Puppy,What About Me?,We Like It Here,2023-04-11T17:06:29Z,0.386,0.917,11,-8.089,0,0.103,0.0285,0.897,0.878,0.568,127.315,audio_features,1MglqgabKH4iSkw8xHJ0J9,spotify:track:1MglqgabKH4iSkw8xHJ0J9,https://api.spotify.com/v1/tracks/1MglqgabKH4iSkw8xHJ0J9,https://api.spotify.com/v1/audio-analysis/1MglqgabKH4iSkw8xHJ0J9,402267,4
Argy,Pantheon,Pantheon,2023-04-03T05:45:43Z,0.585,0.673,2,-8.274,1,0.0342,0.00062,0.284,0.205,0.0389,120.015,audio_features,2fY9O2PpELY5hubBbC2zEG,spotify:track:2fY9O2PpELY5hubBbC2zEG,https://api.spotify.com/v1/tracks/2fY9O2PpELY5hubBbC2zEG,https://api.spotify.com/v1/audio-analysis/2fY9O2PpELY5hubBbC2zEG,272255,4
Mark Lettieri,Spark and Echo,Spark and Echo,2023-03-29T04:04:12Z,0.372,0.776,0,-6.974,1,0.0521,0.00488,0.866,0.295,0.504,175.09,audio_features,48R2YqgIZk8jOfqZITT2yB,spotify:track:48R2YqgIZk8jOfqZITT2yB,https://api.spotify.com/v1/tracks/48R2YqgIZk8jOfqZITT2yB,https://api.spotify.com/v1/audio-analysis/48R2YqgIZk8jOfqZITT2yB,316110,3
Abhijith. P. S. Nair,Saraswati at Montreux,Saraswati at Montreux,2023-03-29T04:01:51Z,0.649,0.765,6,-9.189,0,0.0433,0.215,0.89,0.15,0.684,111.006,audio_features,58OQuuTf6o9xdyxrIiyryZ,spotify:track:58OQuuTf6o9xdyxrIiyryZ,https://api.spotify.com/v1/tracks/58OQuuTf6o9xdyxrIiyryZ,https://api.spotify.com/v1/audio-analysis/58OQuuTf6o9xdyxrIiyryZ,246216,4
Hillsong UNITED,Awesome God - Live,Look To You (Live),2023-03-28T23:32:19Z,0.363,0.662,6,-8.119,0,0.0694,0.0124,0,0.0964,0.139,139.945,audio_features,00AivYmu1UVmxM91uhR9lM,spotify:track:00AivYmu1UVmxM91uhR9lM,https://api.spotify.com/v1/tracks/00AivYmu1UVmxM91uhR9lM,https://api.spotify.com/v1/audio-analysis/00AivYmu1UVmxM91uhR9lM,318027,4
JVKE,golden hour,this is what falling in love feels like (554Hz),2023-03-23T23:32:57Z,0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,audio_features,4yNk9iz9WVJikRFle3XEvn,spotify:track:4yNk9iz9WVJikRFle3XEvn,https://api.spotify.com/v1/tracks/4yNk9iz9WVJikRFle3XEvn,https://api.spotify.com/v1/audio-analysis/4yNk9iz9WVJikRFle3XEvn,209260,3
Vishal-Shekhar,Manchala,Hasee Toh Phasee (Original Motion Picture Soundtrack),2023-03-20T06:06:25Z,0.365,0.649,11,-5.295,0,0.0408,0.151,0,0.121,0.453,78.398,audio_features,3zAXHUL5YcYOA41rruvjy4,spotify:track:3zAXHUL5YcYOA41rruvjy4,https://api.spotify.com/v1/tracks/3zAXHUL5YcYOA41rruvjy4,https://api.spotify.com/v1/audio-analysis/3zAXHUL5YcYOA41rruvjy4,227507,4
Anuv Jain,Gul,Gul,2023-03-20T02:36:01Z,0.6,0.294,6,-12.301,1,0.0292,0.871,8.66e-05,0.102,0.342,86.97,audio_features,0NLkVxf0PyxsXBG3EuZcJf,spotify:track:0NLkVxf0PyxsXBG3EuZcJf,https://api.spotify.com/v1/tracks/0NLkVxf0PyxsXBG3EuZcJf,https://api.spotify.com/v1/audio-analysis/0NLkVxf0PyxsXBG3EuZcJf,217241,4
Ridma Weerawardena,Sansaraye Maa,Ridma Weerawardena,2023-03-19T06:44:10Z,0.731,0.518,1,-8.751,0,0.0286,0.863,5.67e-05,0.0978,0.603,129.994,audio_features,0JvXCpykHHvvK53XQZd3Tv,spotify:track:0JvXCpykHHvvK53XQZd3Tv,https://api.spotify.com/v1/tracks/0JvXCpykHHvvK53XQZd3Tv,https://api.spotify.com/v1/audio-analysis/0JvXCpykHHvvK53XQZd3Tv,273063,3
Thaman S,"Tum Tum (From ""Enemy - Tamil"")","Tum Tum (From ""Enemy - Tamil"")",2023-03-19T04:15:02Z,0.741,0.761,8,-5.414,1,0.143,0.759,0.000607,0.126,0.912,147.047,audio_features,3H3x4NhR3wJh6IvRHmPvkd,spotify:track:3H3x4NhR3wJh6IvRHmPvkd,https://api.spotify.com/v1/tracks/3H3x4NhR3wJh6IvRHmPvkd,https://api.spotify.com/v1/audio-analysis/3H3x4NhR3wJh6IvRHmPvkd,228568,3
Hillsong Worship,Who You Say I Am - Studio Version,Who You Say I Am (Studio Version),2023-03-18T06:06:42Z,0.376,0.65,6,-8.147,1,0.0406,0.00406,0,0.089,0.321,171.907,audio_features,2KngtvMAc2wmPipizcEnce,spotify:track:2KngtvMAc2wmPipizcEnce,https://api.spotify.com/v1/tracks/2KngtvMAc2wmPipizcEnce,https://api.spotify.com/v1/audio-analysis/2KngtvMAc2wmPipizcEnce,198705,3
Stephen Sanchez,Evangeline,Evangeline,2023-03-17T05:02:26Z,0.469,0.568,3,-7.084,1,0.0305,0.0817,0,0.146,0.193,109.172,audio_features,3lGPy4laQ3s4lT1pRXKmFC,spotify:track:3lGPy4laQ3s4lT1pRXKmFC,https://api.spotify.com/v1/tracks/3lGPy4laQ3s4lT1pRXKmFC,https://api.spotify.com/v1/audio-analysis/3lGPy4laQ3s4lT1pRXKmFC,177880,4
Stephen Sanchez,Until I Found You (with Em Beihold) - Em Beihold Version,Until I Found You (Em Beihold Version),2023-03-16T06:10:19Z,0.551,0.55,10,-5.339,1,0.0286,0.777,0,0.202,0.342,101.19,audio_features,1Y3LN4zO1Edc2EluIoSPJN,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,https://api.spotify.com/v1/tracks/1Y3LN4zO1Edc2EluIoSPJN,https://api.spotify.com/v1/audio-analysis/1Y3LN4zO1Edc2EluIoSPJN,176440,3
Chad Kroeger,Hero (feat. Josey Scott),Hero (feat. Josey Scott),2023-03-16T05:52:15Z,0.427,0.843,4,-4.54,1,0.0364,0.00216,0,0.179,0.304,147.387,audio_features,779ooI3rBd0CLqCiiJmtVo,spotify:track:779ooI3rBd0CLqCiiJmtVo,https://api.spotify.com/v1/tracks/779ooI3rBd0CLqCiiJmtVo,https://api.spotify.com/v1/audio-analysis/779ooI3rBd0CLqCiiJmtVo,200480,3
Cigarettes After Sex,K.,Cigarettes After Sex,2023-03-15T05:36:05Z,0.454,0.404,3,-10.26,1,0.027,0.146,0.819,0.141,0.313,94.113,audio_features,7LX4aXtvImhdgUHQBlo8Kp,spotify:track:7LX4aXtvImhdgUHQBlo8Kp,https://api.spotify.com/v1/tracks/7LX4aXtvImhdgUHQBlo8Kp,https://api.spotify.com/v1/audio-analysis/7LX4aXtvImhdgUHQBlo8Kp,319560,4
Snarky Puppy,RL's,Empire Central,2023-03-14T18:03:12Z,0.466,0.923,7,-6.232,1,0.189,0.0552,0.879,0.696,0.505,157.857,audio_features,5hmHJQW8vmJvyD6F0pSAUD,spotify:track:5hmHJQW8vmJvyD6F0pSAUD,https://api.spotify.com/v1/tracks/5hmHJQW8vmJvyD6F0pSAUD,https://api.spotify.com/v1/audio-analysis/5hmHJQW8vmJvyD6F0pSAUD,562961,3
Justin Timberlake,Mirrors,The 20/20 Experience (Deluxe Version),2023-03-14T00:30:56Z,0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,audio_features,4rHZZAmHpZrA3iH5zx8frV,spotify:track:4rHZZAmHpZrA3iH5zx8frV,https://api.spotify.com/v1/tracks/4rHZZAmHpZrA3iH5zx8frV,https://api.spotify.com/v1/audio-analysis/4rHZZAmHpZrA3iH5zx8frV,484147,4
Job Kurian,"Thaa Thinnam - From ""Theevandi""","Thaa Thinnam (From ""Theevandi"")",2023-03-13T22:53:00Z,0.775,0.841,11,-6.248,0,0.0544,0.255,2.97e-05,0.0951,0.659,106.015,audio_features,2GASGADKAAdifnbKM2p1AH,spotify:track:2GASGADKAAdifnbKM2p1AH,https://api.spotify.com/v1/tracks/2GASGADKAAdifnbKM2p1AH,https://api.spotify.com/v1/audio-analysis/2GASGADKAAdifnbKM2p1AH,260000,4
Joji,Glimpse of Us,Glimpse of Us,2023-03-11T00:36:49Z,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,audio_features,6xGruZOHLs39ZbVccQTuPZ,spotify:track:6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/tracks/6xGruZOHLs39ZbVccQTuPZ,https://api.spotify.com/v1/audio-analysis/6xGruZOHLs39ZbVccQTuPZ,233456,3
Dana Glover,It Is You (I Have Loved),Shrek (Music From The Original Motion Picture),2023-03-10T18:43:46Z,0.481,0.438,7,-7.059,1,0.0268,0.307,0,0.0959,0.151,103.315,audio_features,3DbXbxzFnvNAIuYFiZxWjS,spotify:track:3DbXbxzFnvNAIuYFiZxWjS,https://api.spotify.com/v1/tracks/3DbXbxzFnvNAIuYFiZxWjS,https://api.spotify.com/v1/audio-analysis/3DbXbxzFnvNAIuYFiZxWjS,238376,3
Sleep Token,Aqua Regia,Vore,2023-03-09T17:35:22Z,0.635,0.461,6,-9.46,0,0.0328,0.169,4.24e-06,0.0829,0.145,126.044,audio_features,7Jne2Zlcf8WYyx1tMPhSnh,spotify:track:7Jne2Zlcf8WYyx1tMPhSnh,https://api.spotify.com/v1/tracks/7Jne2Zlcf8WYyx1tMPhSnh,https://api.spotify.com/v1/audio-analysis/7Jne2Zlcf8WYyx1tMPhSnh,236021,4
Pritam,Mere Dholna,Bhool Bhulaiyaa,2023-03-09T16:24:51Z,0.68,0.973,8,-2.881,1,0.122,0.414,0,0.216,0.727,115.061,audio_features,2R4zzmPXIFuBH0BqdWDkfC,spotify:track:2R4zzmPXIFuBH0BqdWDkfC,https://api.spotify.com/v1/tracks/2R4zzmPXIFuBH0BqdWDkfC,https://api.spotify.com/v1/audio-analysis/2R4zzmPXIFuBH0BqdWDkfC,404432,4
Agam,Manavyalakinchara (Mist of Capricorn),Manavyalakinchara (Mist of Capricorn) - Single,2023-03-09T04:02:05Z,0.52,0.457,2,-10.313,1,0.0274,0.298,5.09e-05,0.101,0.366,86.031,audio_features,7AT9jIs9H7tFjxEXmilL94,spotify:track:7AT9jIs9H7tFjxEXmilL94,https://api.spotify.com/v1/tracks/7AT9jIs9H7tFjxEXmilL94,https://api.spotify.com/v1/audio-analysis/7AT9jIs9H7tFjxEXmilL94,349786,4
Sleep Token,Chokehold,Vore,2023-03-09T02:43:17Z,0.18,0.73,0,-5.597,1,0.0581,0.0112,4.58e-05,0.101,0.169,73.588,audio_features,0JzQSYx0CDmMwLg1a7TN74,spotify:track:0JzQSYx0CDmMwLg1a7TN74,https://api.spotify.com/v1/tracks/0JzQSYx0CDmMwLg1a7TN74,https://api.spotify.com/v1/audio-analysis/0JzQSYx0CDmMwLg1a7TN74,304023,5
Hiroyuki Sawano,Vogel Im Kafig,"TV Anime ""Attack on Titan"" Original Soundtrack",2023-03-08T17:40:55Z,0.109,0.335,9,-12.749,0,0.0353,0.386,0.91,0.0992,0.0397,75.475,audio_features,7AEcphXUR52QGYxdZ8TDVI,spotify:track:7AEcphXUR52QGYxdZ8TDVI,https://api.spotify.com/v1/tracks/7AEcphXUR52QGYxdZ8TDVI,https://api.spotify.com/v1/audio-analysis/7AEcphXUR52QGYxdZ8TDVI,380053,4
OAFF,Doobey,Gehraiyaan (Original Motion Picture Soundtrack),2023-03-06T06:08:46Z,0.751,0.669,3,-6.532,0,0.0359,0.342,1.31e-05,0.0822,0.359,119.014,audio_features,7k6QR9YHyW258yVN6FHO1T,spotify:track:7k6QR9YHyW258yVN6FHO1T,https://api.spotify.com/v1/tracks/7k6QR9YHyW258yVN6FHO1T,https://api.spotify.com/v1/audio-analysis/7k6QR9YHyW258yVN6FHO1T,219687,4
Pineapple Express,Dil Se,Dil Se,2023-03-02T00:47:01Z,0.505,0.79,7,-5.235,1,0.0564,0.0249,0,0.174,0.16,113.918,audio_features,0ILsuCAIAmfA667itxkAPM,spotify:track:0ILsuCAIAmfA667itxkAPM,https://api.spotify.com/v1/tracks/0ILsuCAIAmfA667itxkAPM,https://api.spotify.com/v1/audio-analysis/0ILsuCAIAmfA667itxkAPM,355790,4
If These Trees Could Talk,The Here and Hereafter,The Bones of a Dying World,2023-03-01T18:00:24Z,0.493,0.272,11,-10.324,1,0.0257,0.981,0.852,0.103,0.0487,114.28,audio_features,7nAn6HOtgyPVeCkoifY0XZ,spotify:track:7nAn6HOtgyPVeCkoifY0XZ,https://api.spotify.com/v1/tracks/7nAn6HOtgyPVeCkoifY0XZ,https://api.spotify.com/v1/audio-analysis/7nAn6HOtgyPVeCkoifY0XZ,153947,4
Backstreet Boys,I Want It That Way,Millennium,2023-02-27T05:44:59Z,0.689,0.694,6,-5.83,0,0.027,0.257,0,0.148,0.482,99.039,audio_features,47BBI51FKFwOMlIiX6m8ya,spotify:track:47BBI51FKFwOMlIiX6m8ya,https://api.spotify.com/v1/tracks/47BBI51FKFwOMlIiX6m8ya,https://api.spotify.com/v1/audio-analysis/47BBI51FKFwOMlIiX6m8ya,213307,4
Polyphia,Reverie,Remember That You Will Die,2023-02-23T18:46:36Z,0.553,0.824,4,-5.261,0,0.055,0.00185,0.82,0.305,0.608,150.122,audio_features,1W5zSvAeIXlw6odInPE4m5,spotify:track:1W5zSvAeIXlw6odInPE4m5,https://api.spotify.com/v1/tracks/1W5zSvAeIXlw6odInPE4m5,https://api.spotify.com/v1/audio-analysis/1W5zSvAeIXlw6odInPE4m5,242694,4
Karsh Kale,Shedding Skin,Coke Studio @ MTV Season 2: Episode 6,2023-02-23T03:43:06Z,0.331,0.707,2,-8.346,1,0.0385,0.333,0.000368,0.103,0.192,89.115,audio_features,4I6zzEcP5qu4eIFk6SQ9kO,spotify:track:4I6zzEcP5qu4eIFk6SQ9kO,https://api.spotify.com/v1/tracks/4I6zzEcP5qu4eIFk6SQ9kO,https://api.spotify.com/v1/audio-analysis/4I6zzEcP5qu4eIFk6SQ9kO,462200,4
Plini,Impulse Voices,Impulse Voices,2023-02-22T22:47:17Z,0.671,0.79,1,-7.678,1,0.0512,0.0283,0.824,0.0851,0.68,125.015,audio_features,5rTkosDj3SctQghimtqYXz,spotify:track:5rTkosDj3SctQghimtqYXz,https://api.spotify.com/v1/tracks/5rTkosDj3SctQghimtqYXz,https://api.spotify.com/v1/audio-analysis/5rTkosDj3SctQghimtqYXz,198120,4
Polyphia,Chimera (feat. Lil West),Remember That You Will Die,2023-02-22T18:15:43Z,0.664,0.835,8,-4.858,1,0.0442,0.0359,0.128,0.185,0.485,105.019,audio_features,5aVKIdM550lRzk7rFbPcF7,spotify:track:5aVKIdM550lRzk7rFbPcF7,https://api.spotify.com/v1/tracks/5aVKIdM550lRzk7rFbPcF7,https://api.spotify.com/v1/audio-analysis/5aVKIdM550lRzk7rFbPcF7,236653,4
RYYZN,It's Not Christmas Time (Without You),It's Not Christmas Time (Without You),2023-02-22T16:41:09Z,0.71,0.212,11,-21.109,1,0.104,0.288,0,0.304,0.7,129.896,audio_features,7zOtzNCvEq1q3cXTB1lfSj,spotify:track:7zOtzNCvEq1q3cXTB1lfSj,https://api.spotify.com/v1/tracks/7zOtzNCvEq1q3cXTB1lfSj,https://api.spotify.com/v1/audio-analysis/7zOtzNCvEq1q3cXTB1lfSj,165692,4
ANANTHAAL,Thukraaye,Ananthaal,2023-02-19T20:59:38Z,0.633,0.501,7,-9.772,1,0.0313,0.505,1.51e-05,0.0622,0.438,74.987,audio_features,0jMlNmdQBS6toHtl0n0ojT,spotify:track:0jMlNmdQBS6toHtl0n0ojT,https://api.spotify.com/v1/tracks/0jMlNmdQBS6toHtl0n0ojT,https://api.spotify.com/v1/audio-analysis/0jMlNmdQBS6toHtl0n0ojT,304365,4
Linkin Park,In the End,Hybrid Theory (Bonus Edition),2023-02-17T02:54:44Z,0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,audio_features,60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,216880,4
Linkin Park,Numb,Meteora,2023-02-17T02:51:52Z,0.496,0.863,9,-4.153,1,0.0381,0.0046,0,0.639,0.243,110.018,audio_features,2nLtzopw4rPReszdYBJU6h,spotify:track:2nLtzopw4rPReszdYBJU6h,https://api.spotify.com/v1/tracks/2nLtzopw4rPReszdYBJU6h,https://api.spotify.com/v1/audio-analysis/2nLtzopw4rPReszdYBJU6h,185587,4
Cigarettes After Sex,Sunsetz,Cigarettes After Sex,2023-02-16T22:33:02Z,0.412,0.477,9,-9.381,0,0.029,0.0542,0.798,0.0975,0.141,75.302,audio_features,69UqtTHfUKAJweQwEStRzC,spotify:track:69UqtTHfUKAJweQwEStRzC,https://api.spotify.com/v1/tracks/69UqtTHfUKAJweQwEStRzC,https://api.spotify.com/v1/audio-analysis/69UqtTHfUKAJweQwEStRzC,214680,4
Cigarettes After Sex,Sweet,Cigarettes After Sex,2023-02-15T20:24:31Z,0.448,0.511,6,-9.084,1,0.0274,0.362,0.823,0.129,0.112,96.321,audio_features,3VSYkAf6f46i5ZkXOHORq1,spotify:track:3VSYkAf6f46i5ZkXOHORq1,https://api.spotify.com/v1/tracks/3VSYkAf6f46i5ZkXOHORq1,https://api.spotify.com/v1/audio-analysis/3VSYkAf6f46i5ZkXOHORq1,291640,4
Sungazer,Lunar,Perihelion,2023-02-14T05:04:46Z,0.532,0.743,11,-8.502,0,0.0476,0.0203,0.772,0.0945,0.309,175.993,audio_features,0n1pClHlc2AXGXZwnYlQlb,spotify:track:0n1pClHlc2AXGXZwnYlQlb,https://api.spotify.com/v1/tracks/0n1pClHlc2AXGXZwnYlQlb,https://api.spotify.com/v1/audio-analysis/0n1pClHlc2AXGXZwnYlQlb,265240,3
Sungazer,Threshold,Perihelion,2023-02-14T05:01:46Z,0.364,0.735,8,-9.754,1,0.0454,0.0932,0.497,0.117,0.169,99.231,audio_features,5JuoOF3ThukFMsuY2farqm,spotify:track:5JuoOF3ThukFMsuY2farqm,https://api.spotify.com/v1/tracks/5JuoOF3ThukFMsuY2farqm,https://api.spotify.com/v1/audio-analysis/5JuoOF3ThukFMsuY2farqm,255187,3
Cigarettes After Sex,Cry,Cry,2023-02-14T03:57:49Z,0.409,0.399,7,-10.456,1,0.0275,0.763,0.654,0.112,0.161,142.823,audio_features,0Qr61NXlyAeQaADO5xn3rI,spotify:track:0Qr61NXlyAeQaADO5xn3rI,https://api.spotify.com/v1/tracks/0Qr61NXlyAeQaADO5xn3rI,https://api.spotify.com/v1/audio-analysis/0Qr61NXlyAeQaADO5xn3rI,256800,4
Cigarettes After Sex,Apocalypse,Cigarettes After Sex,2023-02-14T03:50:15Z,0.369,0.467,5,-9.018,1,0.0274,0.0194,0.46,0.109,0.174,94.473,audio_features,3AVrVz5rK8Hrqo9YGiVGN5,spotify:track:3AVrVz5rK8Hrqo9YGiVGN5,https://api.spotify.com/v1/tracks/3AVrVz5rK8Hrqo9YGiVGN5,https://api.spotify.com/v1/audio-analysis/3AVrVz5rK8Hrqo9YGiVGN5,290147,4
Sachin-Jigar,Saibo,Shor in the City (Original Motion Picture Soundtrack),2023-02-14T03:13:03Z,0.619,0.429,2,-7.867,1,0.028,0.738,1.35e-05,0.136,0.545,90.058,audio_features,6udC4b4jOSnHb9ItnXgKLR,spotify:track:6udC4b4jOSnHb9ItnXgKLR,https://api.spotify.com/v1/tracks/6udC4b4jOSnHb9ItnXgKLR,https://api.spotify.com/v1/audio-analysis/6udC4b4jOSnHb9ItnXgKLR,195253,4
Armaan Malik,Buttabomma - Telugu,Ala Vaikunthapurramuloo,2023-02-13T02:18:27Z,0.666,0.644,11,-8.964,0,0.145,0.753,0.000262,0.124,0.89,115.1,audio_features,0dnDTvdUco2UbaBjUtPxNS,spotify:track:0dnDTvdUco2UbaBjUtPxNS,https://api.spotify.com/v1/tracks/0dnDTvdUco2UbaBjUtPxNS,https://api.spotify.com/v1/audio-analysis/0dnDTvdUco2UbaBjUtPxNS,198783,4
Degree,Gala,Gala,2023-02-11T04:25:56Z,0.58,0.668,0,-9.882,0,0.0768,0.268,0.00209,0.114,0.568,157.05,audio_features,0PvDUG18CCUqrVTyK2aGkw,spotify:track:0PvDUG18CCUqrVTyK2aGkw,https://api.spotify.com/v1/tracks/0PvDUG18CCUqrVTyK2aGkw,https://api.spotify.com/v1/audio-analysis/0PvDUG18CCUqrVTyK2aGkw,173183,4
Hesham Abdul Wahab,Pottu Thotta Pournami,Hridayam (Side B) [Original Motion Picture Soundtrack],2023-02-09T06:06:52Z,0.314,0.55,2,-8.938,1,0.0524,0.1,0.0545,0.0954,0.391,177.262,audio_features,4gYKdgwtMwUtKrmF0Qt2E7,spotify:track:4gYKdgwtMwUtKrmF0Qt2E7,https://api.spotify.com/v1/tracks/4gYKdgwtMwUtKrmF0Qt2E7,https://api.spotify.com/v1/audio-analysis/4gYKdgwtMwUtKrmF0Qt2E7,201750,3
Bayaan,Nahin Milta,4 Saal,2023-02-09T04:36:51Z,0.325,0.378,10,-12.695,1,0.0436,0.856,0.000412,0.102,0.242,119.691,audio_features,0cUdmruT6kjxa5KpteSdwc,spotify:track:0cUdmruT6kjxa5KpteSdwc,https://api.spotify.com/v1/tracks/0cUdmruT6kjxa5KpteSdwc,https://api.spotify.com/v1/audio-analysis/0cUdmruT6kjxa5KpteSdwc,285657,4
Shahabaz Aman,Oru Mezhuthiriyude,Vishudhan,2023-02-08T23:10:36Z,0.68,0.28,0,-12.65,0,0.0314,0.803,0.000656,0.295,0.492,107.986,audio_features,6LBi32k3mQ2gjSFCzsO9Yf,spotify:track:6LBi32k3mQ2gjSFCzsO9Yf,https://api.spotify.com/v1/tracks/6LBi32k3mQ2gjSFCzsO9Yf,https://api.spotify.com/v1/audio-analysis/6LBi32k3mQ2gjSFCzsO9Yf,383687,4
A.R. Rahman,Ennodu Nee Irundhaal,I (Original Motion Picture Soundtrack),2023-02-07T18:57:13Z,0.261,0.603,0,-6.733,1,0.0367,0.558,0,0.184,0.207,158.125,audio_features,7mLEUzAulFygMchoGMrP8E,spotify:track:7mLEUzAulFygMchoGMrP8E,https://api.spotify.com/v1/tracks/7mLEUzAulFygMchoGMrP8E,https://api.spotify.com/v1/audio-analysis/7mLEUzAulFygMchoGMrP8E,352711,4
Yuvan Shankar Raja,Idhu Varai,Goa (Original Motion Picture Soundtrack),2023-02-07T16:46:11Z,0.67,0.517,5,-6.963,0,0.039,0.481,2.49e-05,0.217,0.615,77.514,audio_features,6dZCuf6SGn2rh9q94JBLlv,spotify:track:6dZCuf6SGn2rh9q94JBLlv,https://api.spotify.com/v1/tracks/6dZCuf6SGn2rh9q94JBLlv,https://api.spotify.com/v1/audio-analysis/6dZCuf6SGn2rh9q94JBLlv,284480,4
Vishal-Shekhar,"Ghungroo (From ""War"")","Ghungroo (From ""War"")",2023-02-05T05:33:09Z,0.695,0.727,6,-6.274,0,0.0323,0.0744,0.000175,0.533,0.864,118.034,audio_features,0WdbnNKO0Jt4BZACSDQh44,spotify:track:0WdbnNKO0Jt4BZACSDQh44,https://api.spotify.com/v1/tracks/0WdbnNKO0Jt4BZACSDQh44,https://api.spotify.com/v1/audio-analysis/0WdbnNKO0Jt4BZACSDQh44,302935,4
The Chainsmokers,Riptide,So Far So Good,2023-02-03T03:41:20Z,0.717,0.734,5,-5.712,1,0.0426,0.28,0.000101,0.147,0.894,91.014,audio_features,7dTd00X8Mc5iErfQQyBA6B,spotify:track:7dTd00X8Mc5iErfQQyBA6B,https://api.spotify.com/v1/tracks/7dTd00X8Mc5iErfQQyBA6B,https://api.spotify.com/v1/audio-analysis/7dTd00X8Mc5iErfQQyBA6B,171360,4
Metallica,One (Remastered),...And Justice for All (Remastered Deluxe Box Set),2023-01-31T20:21:41Z,0.438,0.687,7,-9.15,1,0.0619,0.000668,0.0801,0.42,0.426,103.01,audio_features,0LAcM6I7ijW4VVW0aytl1t,spotify:track:0LAcM6I7ijW4VVW0aytl1t,https://api.spotify.com/v1/tracks/0LAcM6I7ijW4VVW0aytl1t,https://api.spotify.com/v1/audio-analysis/0LAcM6I7ijW4VVW0aytl1t,446146,3
Piyush Bhisekar,Tu Hi Nahi,Tu Hi Nahi,2023-01-26T05:39:46Z,0.559,0.187,3,-14.0,1,0.0335,0.828,0.00039,0.112,0.158,132.653,audio_features,4CBSfUhMiRwS1GQktnWCeO,spotify:track:4CBSfUhMiRwS1GQktnWCeO,https://api.spotify.com/v1/tracks/4CBSfUhMiRwS1GQktnWCeO,https://api.spotify.com/v1/audio-analysis/4CBSfUhMiRwS1GQktnWCeO,203800,3
Piyush Bhisekar,Mujhmein Kahin,Mujhmein Kahin,2023-01-26T05:11:32Z,0.366,0.211,1,-12.663,1,0.0328,0.477,0.000185,0.289,0.228,126.465,audio_features,1iEM6oNajes3mguj8dnLXz,spotify:track:1iEM6oNajes3mguj8dnLXz,https://api.spotify.com/v1/tracks/1iEM6oNajes3mguj8dnLXz,https://api.spotify.com/v1/audio-analysis/1iEM6oNajes3mguj8dnLXz,205400,4
Pritam,Tum Mile - Rock,Tum Mile (Original Motion Picture Soundtrack),2023-01-26T00:23:59Z,0.525,0.633,5,-5.281,1,0.0292,0.393,6.01e-06,0.342,0.219,114.928,audio_features,2ByjaJ6IkFfvXx9XRdvkBS,spotify:track:2ByjaJ6IkFfvXx9XRdvkBS,https://api.spotify.com/v1/tracks/2ByjaJ6IkFfvXx9XRdvkBS,https://api.spotify.com/v1/audio-analysis/2ByjaJ6IkFfvXx9XRdvkBS,340013,4
Isac Jamba,Virando a Esquina,Virando a Esquina,2023-01-25T01:42:53Z,0.439,0.687,2,-11.605,1,0.0347,0.785,0.896,0.0707,0.572,120.49,audio_features,2qkJvFUhJL982izvmw93UI,spotify:track:2qkJvFUhJL982izvmw93UI,https://api.spotify.com/v1/tracks/2qkJvFUhJL982izvmw93UI,https://api.spotify.com/v1/audio-analysis/2qkJvFUhJL982izvmw93UI,190530,4
A.R. Rahman,Adiye,Kadal (Original Motion Picture Soundtrack),2023-01-22T19:32:36Z,0.387,0.519,2,-5.684,1,0.079,0.411,0,0.0843,0.166,45.989,audio_features,1yAzGEbVdyAO1RG5m1KjWJ,spotify:track:1yAzGEbVdyAO1RG5m1KjWJ,https://api.spotify.com/v1/tracks/1yAzGEbVdyAO1RG5m1KjWJ,https://api.spotify.com/v1/audio-analysis/1yAzGEbVdyAO1RG5m1KjWJ,301973,4
